从翠	239298	0.246763
租城	60313	0.062194
房悦	55633	0.057368
租一	54202	0.055893
租二	32648	0.033666
租短	29711	0.030638
产局	27554	0.028414
房短	20714	0.02136
手房售	18513	0.01909
丽房	17082	0.017615
短房	16644	0.017163
租海	16167	0.016671
租西	13855	0.014287
楼湾	13597	0.014021
景城房	13005	0.013411
附近公寓	10944	0.011285
租一室	10669	0.011002
华市	9193	0.00948
附近租房信息	7622	0.00786
旋城	7051	0.007271
租月房	6891	0.007106
附近的出租房	6532	0.006736
附近出租房	6532	0.006736
附近住宿	6161	0.006353
瑞苑	6097	0.006287
居一居	5807	0.005988
庆里	5311	0.005477
新区二手房	5087	0.005246
杭下	4966	0.005121
苑翔	4809	0.004959
房亭	4825	0.004976
杭网	4531	0.004672
丰里	4211	0.004342
买了房子	3657	0.003771
悦金府	3610	0.003723
民房出租	3063	0.003159
园院	3084	0.00318
田房	3022	0.003116
漳发	2966	0.003059
唐房	2908	0.002999
租房宝	2862	0.002951
好园	2782	0.002869
开发区二手房	2706	0.00279
利二	2601	0.002682
家庭旅馆	2483	0.00256
房易房	2412	0.002487
戈雅	2382	0.002456
御锦	2394	0.002469
景江苑	2305	0.002377
房邦	2255	0.002325
汉御	2180	0.002248
蓝府	2150	0.002217
泾房	2099	0.002164
二手房	2103	0.002169
赶集网租房	2061	0.002125
沁房	2028	0.002091
庙房	2030	0.002093
怡翠怡	1980	0.002042
绿香树	1904	0.001963
岸路	1793	0.001849
弄虹	1735	0.001789
区产	1664	0.001716
信苑	1641	0.001692
靠房	1610	0.00166
滨盛	1590	0.00164
民苑	1533	0.001581
建国门	1402	0.001446
墩路	1405	0.001449
满庭房	1348	0.00139
租东	1373	0.001416
刘家窑	1345	0.001387
枫泾	1352	0.001394
嘉湖园	1308	0.001349
星翠	1277	0.001317
东单	1296	0.001336
芙二	1274	0.001314
弄华	1265	0.001304
珠房	1208	0.001246
湖汀	1215	0.001253
景晟	1189	0.001226
价梧	1172	0.001209
阜成门	1157	0.001193
求铺	1108	0.001143
黄泥磅	1098	0.001132
区幢	1117	0.001152
商筑	1075	0.001109
亮马桥	1082	0.001116
栋澜	1025	0.001057
经达	990	0.001021
紫滨	995	0.001026
一个月短租	953	0.000983
景城湖	948	0.000978
短租一个月	953	0.000983
著房	948	0.000978
玲府	951	0.000981
万室	931	0.00096
信息	884	0.000912
古墩路	844	0.00087
面沙房	870	0.000897
渭塘	839	0.000865
八苑	835	0.000861
豆各庄	820	0.000846
晋房	776	0.0008
笕桥	775	0.000799
黄庄	769	0.000793
广渠门内	800	0.000825
梨园	770	0.000794
可做饭	803	0.000828
范湖	802	0.000827
水悦龙	738	0.000761
教房	757	0.000781
云滨	712	0.000734
两南	699	0.000721
鹭州	724	0.000747
基香	715	0.000737
文一西路	722	0.000745
写子	628	0.000648
福宏苑	639	0.000659
桦枫	628	0.000648
任房	645	0.000665
家庭宾馆	615	0.000634
邻右舍	615	0.000634
江锦路	620	0.000639
水荫路	561	0.000578
名居租	580	0.000598
蝶州	575	0.000593
宾北	555	0.000572
健德门	567	0.000585
租学	553	0.00057
园住	526	0.000542
租岛	532	0.000549
体育场路	530	0.000547
角门东	551	0.000568
景芳区	548	0.000565
虎坊桥	550	0.000567
北土城	543	0.00056
一个月短租房	537	0.000554
租房APP	488	0.000503
东三苑	494	0.000509
图怡苑	508	0.000524
章苑	494	0.000509
湘墅	487	0.000502
菜户营	489	0.000504
柏邸	487	0.000502
盛佳苑	450	0.000464
汇郡	472	0.000487
号馨园	468	0.000483
兴州苑	463	0.000477
浦秀路	470	0.000485
铺租网	468	0.000483
南长	477	0.000492
灵境胡同	420	0.000433
城祥园	444	0.000458
拱宸桥	418	0.000431
房旅	444	0.000458
刘家桥	425	0.000438
安华桥	443	0.000457
短租房网	426	0.000439
幸福E家	411	0.000424
教工路	435	0.000449
海境	430	0.000443
胥澜庭	410	0.000423
虹景苑	392	0.000404
黄埭	398	0.00041
登良	391	0.000403
西马庄	376	0.000388
天目山路	381	0.000393
宁巷	382	0.000394
清源路	399	0.000411
家兆	398	0.00041
民房租房	361	0.000372
山缘	345	0.000356
对务路	356	0.000367
歌尔	367	0.000378
塘厦租房	374	0.000386
阳光威尼斯	343	0.000354
张府园	357	0.000368
豪景城	342	0.000353
旧宫地铁	361	0.000372
瑞庭房	362	0.000373
天坛东门	319	0.000329
新沧	314	0.000324
海晴宇	307	0.000317
桦苑	331	0.000341
草芳路	306	0.000316
金枫路	306	0.000316
打铁关	334	0.000344
悦泓	319	0.000329
近河	312	0.000322
西溪路	315	0.000325
城锦源	276	0.000285
定房网	294	0.000303
回龙观东大街	303	0.000312
米巷	271	0.000279
下马坊	295	0.000304
南全	299	0.000308
石祥路	281	0.00029
院峰	280	0.000289
丝苑	302	0.000311
宾江府	268	0.000276
锦尚名	300	0.000309
浩宅	273	0.000282
福世福	272	0.00028
左家塘	292	0.000301
租房	293	0.000302
滨水苑	279	0.000288
景冉	288	0.000297
蝶谷	296	0.000305
湖韵佳	272	0.00028
狮子坪	299	0.000308
御珑府	266	0.000274
明江苑	235	0.000242
天凝	264	0.000272
年华	235	0.000242
白果林	252	0.00026
依水园	254	0.000262
津滨塘	254	0.000262
德胜路	247	0.000255
自助公寓	257	0.000265
南三苑	242	0.00025
尹泰	267	0.000275
驿街	245	0.000253
逸骏园	241	0.000249
光新	244	0.000252
光华门	235	0.000242
卡子门	254	0.000262
南剧	237	0.000244
锦和康	256	0.000264
马塍路	241	0.000249
张弄	244	0.000252
梦琴湾	225	0.000232
袁家岭	199	0.000205
黄土岭	232	0.000239
朝晖路	208	0.000214
兴隆路	201	0.000207
华悦家园	222	0.000229
玉桥	214	0.000221
求店铺	231	0.000238
浦馨苑	224	0.000231
房拍网	219	0.000226
