使房	5146414	0.033819
及家	2977730	0.019568
图及	1654203	0.01087
空调被	1330239	0.008741
门比	1165867	0.007661
材在	1024242	0.006731
材材	1024242	0.006731
材是	1024242	0.006731
具具	993139	0.006526
饰饰	966326	0.00635
门及	943556	0.0062
使门	943556	0.0062
比门	943556	0.0062
但门	943556	0.0062
门或	943556	0.0062
门以	943556	0.0062
从门	943556	0.0062
窗窗	858773	0.005643
窗在	858773	0.005643
比窗	858773	0.005643
窗比	858773	0.005643
窗及	858773	0.005643
对窗	858773	0.005643
窗是	858773	0.005643
窗对	858773	0.005643
及窗	858773	0.005643
灯是	845626	0.005557
灯灯	845626	0.005557
但灯	845626	0.005557
柜比	771782	0.005072
柜柜	771782	0.005072
比柜	771782	0.005072
及柜	771782	0.005072
对柜	771782	0.005072
当柜	771782	0.005072
柜当	771782	0.005072
以柜	771782	0.005072
当墙	757799	0.00498
墙于	757799	0.00498
对墙	757799	0.00498
比墙	757799	0.00498
墙当	757799	0.00498
及墙	757799	0.00498
墙墙	757799	0.00498
墙及	757799	0.00498
墙以	757799	0.00498
或墙	757799	0.00498
墙比	757799	0.00498
对厅	735369	0.004832
比厅	735369	0.004832
以厅	735369	0.004832
顶及	716937	0.004711
室室	712115	0.00468
砖当	571882	0.003758
还装	538518	0.003539
厨是	524865	0.003449
对厨	524865	0.003449
吊是	477421	0.003137
胶是	472749	0.003107
浴浴	460844	0.003028
壁壁	455047	0.00299
对壁	455047	0.00299
木是	434818	0.002857
及木	434818	0.002857
木等	434818	0.002857
使木	434818	0.002857
床着	431176	0.002833
漆比	429719	0.002824
比漆	429719	0.002824
漆及	429719	0.002824
使漆	429719	0.002824
对漆	429719	0.002824
当漆	429719	0.002824
隔隔	411410	0.002704
型型	395016	0.002596
砖以	393381	0.002585
比砖	393381	0.002585
砖砖	393381	0.002585
砖比	393381	0.002585
当砖	393381	0.002585
床则	386170	0.002538
盆及	372636	0.002449
盆是	372636	0.002449
盆在	372636	0.002449
盆对	372636	0.002449
比卧	369353	0.002427
卧卧	369353	0.002427
管与管	361389	0.002375
管是	361389	0.002375
具是	343412	0.002257
具家	339045	0.002228
对梯	335727	0.002206
梯是	335727	0.002206
桌在	333099	0.002189
桌桌	333099	0.002189
桌是	333099	0.002189
桌对	333099	0.002189
使床	319186	0.002097
比床	319186	0.002097
以床	319186	0.002097
或床	319186	0.002097
对床	319186	0.002097
床于	319186	0.002097
床比	319186	0.002097
床及	319186	0.002097
床是	319186	0.002097
及床	319186	0.002097
当床	319186	0.002097
床当	319186	0.002097
泥比	309736	0.002035
卫间	294888	0.001938
生间	293438	0.001928
隔当	286376	0.001882
锁锁	281414	0.001849
风水	280745	0.001845
装修效果	274167	0.001802
帘帘	272871	0.001793
柜衣	264122	0.001736
装修效果图	258534	0.001699
家居就	240955	0.001583
陶比	239311	0.001573
陶是	239311	0.001573
使瓷	229925	0.001511
瓷瓷	229925	0.001511
瓷是	229925	0.001511
帘窗	211382	0.001389
对缝	209678	0.001378
哪个好	209441	0.001376
涂是	207754	0.001365
房图	200736	0.001319
装家	196653	0.001292
型户	191277	0.001257
吸在	185010	0.001216
椅对	182617	0.0012
椅是	182617	0.0012
椅椅	182617	0.0012
椅及	182617	0.0012
对椅	182617	0.0012
比灶	177087	0.001164
灶及	177087	0.001164
什么牌	173614	0.001141
瓷陶	172773	0.001135
厅餐	164543	0.001081
平及	163941	0.001077
纸壁	163834	0.001077
本则	158828	0.001044
庭家	155067	0.001019
净器	151496	0.000996
中式	145653	0.000957
浴卫	143798	0.000945
厕对	141974	0.000933
多少米	141579	0.00093
料涂	139890	0.000919
质材	136721	0.000898
多肉	135812	0.000892
比盖	129907	0.000854
图厅	128572	0.000845
厅图	128572	0.000845
什么牌子	125698	0.000826
比乐	122623	0.000806
房面	121764	0.0008
什么颜色	120606	0.000793
空调格力	120385	0.000791
农村房	115742	0.000761
公司装修	114279	0.000751
防门	112768	0.000741
门防	112768	0.000741
放摆	112096	0.000737
材板	111909	0.000735
被芯	111354	0.000732
厕所厕所	110946	0.000729
就裂	109087	0.000717
怎么安装	102089	0.000671
层房	100947	0.000663
瓦瓦	97050	0.000638
瓦及	97050	0.000638
装修大全	94946	0.000624
家的图片	93221	0.000613
家图片	93221	0.000613
绣绣	92436	0.000607
房比厅	89085	0.000585
家装修	88208	0.00058
家板	87883	0.000578
板家	87883	0.000578
室图	87520	0.000575
