狗狗狗狗	634649	0.099078
犬及	499893	0.078041
犬犬	499893	0.078041
小狗	195178	0.03047
宠是	193857	0.030264
宠宠	193857	0.030264
比牧	102823	0.016052
什么狗	99335	0.015508
犬幼	95222	0.014866
幼犬	93733	0.014633
比熊	72059	0.01125
狗粮	69245	0.01081
粮狗	69245	0.01081
萨摩	64257	0.010032
犬毛	42478	0.006631
泰迪狗	41582	0.006492
物狗	35475	0.005538
办狗	32262	0.005037
博美	31095	0.004854
犬图片	30409	0.004747
狗图片	29880	0.004665
狗的图片	29880	0.004665
狗犬	27977	0.004368
犬狗	27977	0.004368
狗养	26888	0.004198
养狗	26888	0.004198
犬瘟	22769	0.003555
泰迪犬	22311	0.003483
雪纳瑞	22010	0.003436
狗吐	20366	0.003179
舍犬	20257	0.003162
狗虫	19630	0.003065
狗能	18565	0.002898
法斗	18532	0.002893
牛犬	18404	0.002873
对狗会	18117	0.002828
宠店	18040	0.002816
狗狗图片	17661	0.002757
狗狗的图片	17661	0.002757
犬养	17357	0.00271
有犬	17247	0.002693
狗吃什么	16967	0.002649
狗大	16956	0.002647
为什么狗	16936	0.002644
狗家	16872	0.002634
狗天	16395	0.00256
狗孕	15383	0.002402
孕狗	15383	0.002402
吉娃娃	14503	0.002264
巴哥	14297	0.002232
纯种	14241	0.002223
狗大全	14044	0.002192
罗威纳	13461	0.002101
熊犬	13081	0.002042
拉多犬	12952	0.002022
犬病	12672	0.001978
犬布	12638	0.001973
狗怀孕	12471	0.001947
贵宾犬	12187	0.001903
犬粮	12150	0.001897
杜宾	11955	0.001866
比格	11944	0.001865
拉布拉多犬	11886	0.001856
斯犬	11604	0.001812
狗用	11577	0.001807
狗狗疫苗	11477	0.001792
小泰迪	11371	0.001775
狗病	11368	0.001775
松狮	11091	0.001731
养宠	11034	0.001723
宠养	11034	0.001723
狗图片大全	11029	0.001722
狗的图片大全	11029	0.001722
金毛狗	10890	0.0017
狗疫苗	10874	0.001698
巴犬	10775	0.001682
